 name                           | 	 shuffle  | 	 elements     | 	 duration_ms  | 	 p_duration_s | 	 p_duration_ns | 	 memory     
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,780,000    | 	 5,693        | 	 5            | 	 654,059,000  | 	 -324,012,032 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,780,000    | 	 5,413        | 	 5            | 	 413,187,000  | 	 -133,479,968 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,780,000    | 	 9,840        | 	 9            | 	 840,204,000  | 	 448,268,296 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,780,000    | 	 8,814        | 	 8            | 	 814,174,000  | 	 167,905,552 
 merge sort                     | 	 / 1 (n_const)  | 	 7,790,000    | 	 7,353        | 	 7            | 	 248,613,000  | 	 -639,949,712 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,790,000    | 	 5,205        | 	 5            | 	 205,385,000  | 	 -1,834,992 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,790,000    | 	 5,448        | 	 5            | 	 448,299,000  | 	 -247,341,584 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,790,000    | 	 12,375       | 	 12           | 	 375,696,000  | 	 151,521,280 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,790,000    | 	 7,955        | 	 7            | 	 955,317,000  | 	 198,736,384 
 merge sort                     | 	 / 1 (n_const)  | 	 7,800,000    | 	 5,735        | 	 5            | 	 734,463,000  | 	 -7,340,032 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,800,000    | 	 7,743        | 	 7            | 	 686,751,000  | 	 -341,837,816 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,800,000    | 	 4,666        | 	 4            | 	 666,067,000  | 	 -195,035,864 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,800,000    | 	 9,054        | 	 9            | 	 53,613,000   | 	 165,675,008 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,800,000    | 	 7,272        | 	 7            | 	 272,071,000  | 	 286,783,488 
 merge sort                     | 	 / 1 (n_const)  | 	 7,810,000    | 	 5,345        | 	 5            | 	 344,491,000  | 	 -414,609,056 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,810,000    | 	 7,374        | 	 7            | 	 330,379,000  | 	 -373,295,104 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,810,000    | 	 4,447        | 	 4            | 	 446,554,000  | 	 -190,897,928 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,810,000    | 	 16,285       | 	 16           | 	 285,692,000  | 	 127,961,448 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,810,000    | 	 8,190        | 	 8            | 	 190,183,000  | 	 129,094,720 
 merge sort                     | 	 / 1 (n_const)  | 	 7,820,000    | 	 5,291        | 	 5            | 	 290,171,000  | 	 -411,041,792 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,820,000    | 	 5,840        | 	 5            | 	 840,670,000  | 	 -253,493,232 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,820,000    | 	 3,416        | 	 3            | 	 415,949,000  | 	 32,505,856 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,820,000    | 	 8,954        | 	 8            | 	 953,287,000  | 	 477,102,080 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,820,000    | 	 8,141        | 	 8            | 	 141,541,000  | 	 173,476,304 
 merge sort                     | 	 / 1 (n_const)  | 	 7,830,000    | 	 5,497        | 	 5            | 	 496,978,000  | 	 -7,340,032 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,830,000    | 	 5,345        | 	 5            | 	 345,392,000  | 	 -229,375,984 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,830,000    | 	 4,903        | 	 4            | 	 903,231,000  | 	 -372,551,032 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,830,000    | 	 11,350       | 	 11           | 	 349,904,000  | 	 404,750,336 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,830,000    | 	 7,454        | 	 7            | 	 453,718,000  | 	 140,103,072 
 merge sort                     | 	 / 1 (n_const)  | 	 7,840,000    | 	 5,760        | 	 5            | 	 759,913,000  | 	 -434,110,464 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,840,000    | 	 5,453        | 	 5            | 	 453,263,000  | 	 -257,556,440 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,840,000    | 	 4,790        | 	 4            | 	 789,987,000  | 	 -352,214,688 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,840,000    | 	 11,911       | 	 11           | 	 910,947,000  | 	 400,556,032 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,840,000    | 	 7,587        | 	 7            | 	 586,942,000  | 	 150,122,816 
 merge sort                     | 	 / 1 (n_const)  | 	 7,850,000    | 	 5,769        | 	 5            | 	 768,884,000  | 	 -128,974,848 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,850,000    | 	 5,385        | 	 5            | 	 384,351,000  | 	 -1,605,568 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,850,000    | 	 3,501        | 	 3            | 	 500,349,000  | 	 32,505,856 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,850,000    | 	 10,175       | 	 10           | 	 174,638,000  | 	 516,264,960 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,850,000    | 	 8,052        | 	 8            | 	 51,730,000   | 	 124,876,960 
 merge sort                     | 	 / 1 (n_const)  | 	 7,860,000    | 	 5,526        | 	 5            | 	 525,820,000  | 	 -418,381,824 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,860,000    | 	 7,168        | 	 7            | 	 168,254,000  | 	 -255,590,384 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,860,000    | 	 6,171        | 	 6            | 	 170,951,000  | 	 -270,647,376 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,860,000    | 	 13,241       | 	 13           | 	 241,583,000  | 	 219,152,384 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,860,000    | 	 10,988       | 	 10           | 	 987,602,000  | 	 169,204,656 
 merge sort                     | 	 / 1 (n_const)  | 	 7,870,000    | 	 8,429        | 	 8            | 	 304,963,000  | 	 -654,678,288 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,870,000    | 	 6,861        | 	 6            | 	 861,873,000  | 	 -786,416   
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,870,000    | 	 7,144        | 	 7            | 	 144,754,000  | 	 -371,423,216 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,870,000    | 	 11,157       | 	 11           | 	 157,171,000  | 	 422,053,888 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,870,000    | 	 8,222        | 	 8            | 	 222,184,000  | 	 139,339,200 
 merge sort                     | 	 / 1 (n_const)  | 	 7,880,000    | 	 5,457        | 	 5            | 	 457,551,000  | 	 -433,061,888 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,880,000    | 	 5,727        | 	 5            | 	 727,007,000  | 	 -257,556,448 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,880,000    | 	 5,020        | 	 5            | 	 20,256,000   | 	 -357,967,320 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,880,000    | 	 8,795        | 	 8            | 	 795,077,000  | 	 456,656,896 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,880,000    | 	 9,161        | 	 9            | 	 160,597,000  | 	 171,728,384 
 merge sort                     | 	 / 1 (n_const)  | 	 7,890,000    | 	 6,801        | 	 6            | 	 706,242,000  | 	 -647,221,872 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,890,000    | 	 5,243        | 	 5            | 	 242,769,000  | 	 -786,416   
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,890,000    | 	 5,003        | 	 5            | 	 3,142,000    | 	 -258,055,608 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,890,000    | 	 16,991       | 	 16           | 	 990,907,000  | 	 138,126,464 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,890,000    | 	 7,077        | 	 7            | 	 77,150,000   | 	 292,030,464 
 merge sort                     | 	 / 1 (n_const)  | 	 7,900,000    | 	 5,527        | 	 5            | 	 526,445,000  | 	 -6,291,456 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,900,000    | 	 5,342        | 	 5            | 	 341,320,000  | 	 -250,945,200 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,900,000    | 	 4,927        | 	 4            | 	 927,020,000  | 	 -364,087,280 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,900,000    | 	 13,415       | 	 13           | 	 415,102,000  | 	 324,487,800 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,900,000    | 	 8,161        | 	 8            | 	 161,707,000  | 	 190,316,552 
 merge sort                     | 	 / 1 (n_const)  | 	 7,910,000    | 	 6,204        | 	 6            | 	 203,045,000  | 	 27,710,464 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,910,000    | 	 5,321        | 	 5            | 	 321,169,000  | 	 -655,328   
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,910,000    | 	 4,676        | 	 4            | 	 675,734,000  | 	 -249,635,808 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,910,000    | 	 16,331       | 	 16           | 	 330,671,000  | 	 137,081,696 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,910,000    | 	 7,473        | 	 7            | 	 472,166,000  | 	 291,506,176 
 merge sort                     | 	 / 1 (n_const)  | 	 7,920,000    | 	 5,295        | 	 5            | 	 294,446,000  | 	 -419,430,400 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,920,000    | 	 5,718        | 	 5            | 	 717,679,000  | 	 -250,347,504 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,920,000    | 	 5,178        | 	 5            | 	 177,985,000  | 	 -362,191,648 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,920,000    | 	 9,028        | 	 9            | 	 28,048,000   | 	 463,992,832 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,920,000    | 	 8,463        | 	 8            | 	 462,320,000  | 	 178,795,632 
 merge sort                     | 	 / 1 (n_const)  | 	 7,930,000    | 	 5,216        | 	 5            | 	 215,493,000  | 	 -6,291,456 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,930,000    | 	 5,765        | 	 5            | 	 764,423,000  | 	 -258,605,024 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,930,000    | 	 5,236        | 	 5            | 	 236,370,000  | 	 -350,589,280 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,930,000    | 	 11,757       | 	 11           | 	 757,822,000  | 	 417,857,536 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,930,000    | 	 7,713        | 	 7            | 	 712,797,000  | 	 140,460,352 
 merge sort                     | 	 / 1 (n_const)  | 	 7,940,000    | 	 5,660        | 	 5            | 	 659,771,000  | 	 -430,650,192 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,940,000    | 	 5,614        | 	 5            | 	 613,622,000  | 	 -257,687,536 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,940,000    | 	 3,938        | 	 3            | 	 938,584,000  | 	 19,400,704 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,940,000    | 	 10,707       | 	 10           | 	 707,128,000  | 	 574,675,536 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,940,000    | 	 8,605        | 	 8            | 	 604,811,000  | 	 185,288,864 
 merge sort                     | 	 / 1 (n_const)  | 	 7,950,000    | 	 6,039        | 	 6            | 	 38,786,000   | 	 -6,291,456 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,950,000    | 	 5,565        | 	 5            | 	 564,705,000  | 	 -266,878,896 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,950,000    | 	 4,034        | 	 4            | 	 34,282,000   | 	 -300,941,312 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,950,000    | 	 12,524       | 	 12           | 	 523,178,000  | 	 341,781,336 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,950,000    | 	 9,709        | 	 9            | 	 708,678,000  | 	 195,563,400 
 merge sort                     | 	 / 1 (n_const)  | 	 7,960,000    | 	 5,696        | 	 5            | 	 696,062,000  | 	 23,590,400 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,960,000    | 	 7,679        | 	 7            | 	 627,063,000  | 	 -119,015,424 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,960,000    | 	 5,083        | 	 5            | 	 83,597,000   | 	 -316,582,640 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,960,000    | 	 13,217       | 	 13           | 	 216,941,000  | 	 320,461,968 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,960,000    | 	 8,376        | 	 8            | 	 375,715,000  | 	 130,059,344 
 merge sort                     | 	 / 1 (n_const)  | 	 7,970,000    | 	 5,743        | 	 5            | 	 742,826,000  | 	 -420,478,976 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,970,000    | 	 7,085        | 	 7            | 	 29,062,000   | 	 -376,963,072 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,970,000    | 	 5,005        | 	 5            | 	 4,226,000    | 	 -191,634,992 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,970,000    | 	 10,102       | 	 10           | 	 101,773,000  | 	 159,909,888 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,970,000    | 	 9,096        | 	 9            | 	 96,302,000   | 	 181,555,344 
 merge sort                     | 	 / 1 (n_const)  | 	 7,980,000    | 	 5,484        | 	 5            | 	 484,286,000  | 	 -6,291,456 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,980,000    | 	 5,571        | 	 5            | 	 570,893,000  | 	 -259,653,600 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,980,000    | 	 5,170        | 	 5            | 	 170,157,000  | 	 -361,276,752 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,980,000    | 	 12,656       | 	 12           | 	 655,586,000  | 	 323,195,960 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,980,000    | 	 7,696        | 	 7            | 	 695,469,000  | 	 129,749,664 
 merge sort                     | 	 / 1 (n_const)  | 	 7,990,000    | 	 5,780        | 	 5            | 	 780,564,000  | 	 -130,025,472 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 7,990,000    | 	 5,231        | 	 5            | 	 231,064,000  | 	 -786,416   
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 7,990,000    | 	 5,574        | 	 5            | 	 574,843,000  | 	 -362,361,504 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 7,990,000    | 	 10,726       | 	 10           | 	 726,455,000  | 	 407,371,776 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 7,990,000    | 	 8,890        | 	 8            | 	 890,362,000  | 	 132,019,640 
 merge sort                     | 	 / 1 (n_const)  | 	 8,000,000    | 	 5,924        | 	 5            | 	 923,246,000  | 	 -425,721,856 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,000,000    | 	 5,500        | 	 5            | 	 500,264,000  | 	 -786,416   
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,000,000    | 	 5,369        | 	 5            | 	 369,564,000  | 	 -364,904,448 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,000,000    | 	 12,678       | 	 12           | 	 677,830,000  | 	 325,495,816 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,000,000    | 	 8,106        | 	 8            | 	 105,985,000  | 	 130,508,448 
 merge sort                     | 	 / 1 (n_const)  | 	 8,010,000    | 	 5,735        | 	 5            | 	 735,643,000  | 	 -423,624,704 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,010,000    | 	 6,795        | 	 6            | 	 737,599,000  | 	 -384,829,440 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,010,000    | 	 4,892        | 	 4            | 	 891,857,000  | 	 -190,748,232 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,010,000    | 	 10,265       | 	 10           | 	 264,773,000  | 	 171,442,176 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,010,000    | 	 8,320        | 	 8            | 	 320,083,000  | 	 146,500,112 
 merge sort                     | 	 / 1 (n_const)  | 	 8,020,000    | 	 5,529        | 	 5            | 	 529,246,000  | 	 -442,499,072 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,020,000    | 	 5,899        | 	 5            | 	 899,260,000  | 	 -260,702,176 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,020,000    | 	 4,979        | 	 4            | 	 979,226,000  | 	 -361,824,760 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,020,000    | 	 11,430       | 	 11           | 	 430,215,000  | 	 423,624,704 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,020,000    | 	 8,487        | 	 8            | 	 486,053,000  | 	 146,537,312 
 merge sort                     | 	 / 1 (n_const)  | 	 8,030,000    | 	 5,886        | 	 5            | 	 886,046,000  | 	 -437,256,192 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,030,000    | 	 5,381        | 	 5            | 	 380,779,000  | 	 -272,170,960 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,030,000    | 	 5,005        | 	 5            | 	 4,710,000    | 	 -291,504,128 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,030,000    | 	 12,345       | 	 12           | 	 344,889,000  | 	 134,739,968 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,030,000    | 	 8,129        | 	 8            | 	 128,769,000  | 	 136,839,168 
 merge sort                     | 	 / 1 (n_const)  | 	 8,040,000    | 	 5,622        | 	 5            | 	 622,301,000  | 	 -6,291,456 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,040,000    | 	 5,297        | 	 5            | 	 297,269,000  | 	 38,010,896 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,040,000    | 	 4,891        | 	 4            | 	 890,947,000  | 	 33,483,392 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,040,000    | 	 15,718       | 	 15           | 	 718,159,000  | 	 95,520,440 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,040,000    | 	 8,698        | 	 8            | 	 697,716,000  | 	 130,910,480 
 merge sort                     | 	 / 1 (n_const)  | 	 8,050,000    | 	 5,718        | 	 5            | 	 717,768,000  | 	 -418,381,824 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,050,000    | 	 5,704        | 	 5            | 	 704,200,000  | 	 -254,541,808 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,050,000    | 	 3,468        | 	 3            | 	 468,784,000  | 	 33,466,632 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,050,000    | 	 14,380       | 	 14           | 	 380,061,000  | 	 416,092,688 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,050,000    | 	 8,233        | 	 8            | 	 233,764,000  | 	 127,601,360 
 merge sort                     | 	 / 1 (n_const)  | 	 8,060,000    | 	 5,876        | 	 5            | 	 876,319,000  | 	 -140,511,232 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,060,000    | 	 5,759        | 	 5            | 	 758,592,000  | 	 -526,336   
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,060,000    | 	 5,002        | 	 5            | 	 2,086,000    | 	 -365,130,656 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,060,000    | 	 13,136       | 	 13           | 	 136,333,000  | 	 337,618,440 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,060,000    | 	 8,445        | 	 8            | 	 444,763,000  | 	 132,154,816 
 merge sort                     | 	 / 1 (n_const)  | 	 8,070,000    | 	 5,660        | 	 5            | 	 659,902,000  | 	 -421,527,552 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,070,000    | 	 5,638        | 	 5            | 	 638,159,000  | 	 -257,294,320 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,070,000    | 	 3,941        | 	 3            | 	 940,953,000  | 	 13,109,248 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,070,000    | 	 14,098       | 	 14           | 	 98,255,000   | 	 369,163,936 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,070,000    | 	 7,529        | 	 7            | 	 528,780,000  | 	 129,850,432 
 merge sort                     | 	 / 1 (n_const)  | 	 8,080,000    | 	 5,996        | 	 5            | 	 996,646,000  | 	 -420,476,928 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,080,000    | 	 5,635        | 	 5            | 	 588,386,000  | 	 -253,231,104 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,080,000    | 	 4,017        | 	 4            | 	 16,838,000   | 	 33,271,376 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,080,000    | 	 13,055       | 	 13           | 	 55,478,000   | 	 370,855,600 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,080,000    | 	 8,328        | 	 8            | 	 328,567,000  | 	 132,354,640 
 merge sort                     | 	 / 1 (n_const)  | 	 8,090,000    | 	 5,853        | 	 5            | 	 852,739,000  | 	 -146,800,640 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,090,000    | 	 7,671        | 	 7            | 	 622,222,000  | 	 -119,015,424 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,090,000    | 	 5,195        | 	 5            | 	 194,498,000  | 	 -319,377,128 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,090,000    | 	 9,921        | 	 9            | 	 921,035,000  | 	 212,338,688 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,090,000    | 	 9,430        | 	 9            | 	 429,718,000  | 	 187,353,696 
 merge sort                     | 	 / 1 (n_const)  | 	 8,100,000    | 	 5,441        | 	 5            | 	 441,359,000  | 	 -6,291,456 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,100,000    | 	 5,798        | 	 5            | 	 798,354,000  | 	 -271,319,024 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,100,000    | 	 5,498        | 	 5            | 	 497,491,000  | 	 -255,041,368 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,100,000    | 	 16,166       | 	 16           | 	 166,819,000  | 	 149,265,312 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,100,000    | 	 8,393        | 	 8            | 	 392,807,000  | 	 130,600,704 
 merge sort                     | 	 / 1 (n_const)  | 	 8,110,000    | 	 5,844        | 	 5            | 	 844,649,000  | 	 -425,721,856 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,110,000    | 	 7,604        | 	 7            | 	 548,566,000  | 	 -428,343,296 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,110,000    | 	 4,757        | 	 4            | 	 756,638,000  | 	 -318,327,408 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,110,000    | 	 13,116       | 	 13           | 	 115,992,000  | 	 359,306,000 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,110,000    | 	 8,580        | 	 8            | 	 580,406,000  | 	 130,649,472 
 merge sort                     | 	 / 1 (n_const)  | 	 8,120,000    | 	 5,533        | 	 5            | 	 532,952,000  | 	 -392,167,424 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,120,000    | 	 5,463        | 	 5            | 	 462,629,000  | 	 -786,416   
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,120,000    | 	 4,918        | 	 4            | 	 917,259,000  | 	 -267,774,488 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,120,000    | 	 16,272       | 	 16           | 	 272,857,000  | 	 156,299,576 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,120,000    | 	 8,372        | 	 8            | 	 372,100,000  | 	 130,477,616 
 merge sort                     | 	 / 1 (n_const)  | 	 8,130,000    | 	 5,713        | 	 5            | 	 712,494,000  | 	 -390,070,272 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,130,000    | 	 6,834        | 	 6            | 	 778,294,000  | 	 -125,800,448 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,130,000    | 	 5,491        | 	 5            | 	 491,611,000  | 	 -318,494,904 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,130,000    | 	 12,862       | 	 12           | 	 861,513,000  | 	 320,659,752 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,130,000    | 	 7,942        | 	 7            | 	 942,579,000  | 	 134,681,488 
 merge sort                     | 	 / 1 (n_const)  | 	 8,140,000    | 	 5,981        | 	 5            | 	 980,714,000  | 	 -142,608,384 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,140,000    | 	 7,434        | 	 7            | 	 392,324,000  | 	 -122,159,104 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,140,000    | 	 5,411        | 	 5            | 	 410,939,000  | 	 -326,337,880 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,140,000    | 	 11,373       | 	 11           | 	 373,154,000  | 	 423,626,760 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,140,000    | 	 10,043       | 	 10           | 	 43,404,000   | 	 216,150,752 
 merge sort                     | 	 / 1 (n_const)  | 	 8,150,000    | 	 5,807        | 	 5            | 	 806,489,000  | 	 -414,187,520 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,150,000    | 	 7,595        | 	 7            | 	 532,931,000  | 	 -351,797,248 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,150,000    | 	 4,651        | 	 4            | 	 650,394,000  | 	 -204,472,320 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,150,000    | 	 16,388       | 	 16           | 	 387,639,000  | 	 139,992,560 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,150,000    | 	 7,580        | 	 7            | 	 579,201,000  | 	 131,046,192 
 merge sort                     | 	 / 1 (n_const)  | 	 8,160,000    | 	 6,637        | 	 6            | 	 636,437,000  | 	 -5,242,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,160,000    | 	 5,493        | 	 5            | 	 493,251,000  | 	 37,748,736 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,160,000    | 	 4,970        | 	 4            | 	 969,888,000  | 	 -4,321,512 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,160,000    | 	 13,680       | 	 13           | 	 680,290,000  | 	 83,997,856 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,160,000    | 	 8,006        | 	 8            | 	 5,331,000    | 	 134,718,560 
 merge sort                     | 	 / 1 (n_const)  | 	 8,170,000    | 	 5,934        | 	 5            | 	 934,227,000  | 	 -424,148,992 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 8,170,000    | 	 7,165        | 	 7            | 	 116,297,000  | 	 -383,256,568 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 8,170,000    | 	 3,687        | 	 3            | 	 686,357,000  | 	 -173,061,952 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 8,170,000    | 	 11,927       | 	 11           | 	 926,744,000  | 	 316,225,072 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 8,170,000    | 	 8,217        | 	 8            | 	 217,153,000  | 	 134,388,096 
