idx,name,shuffle,elements,duration_ms,p_duration_s,p_duration_ns,memory
227, Arrays.parallelSort            , 	 / 1      ," 	 460,000      ", 	 133          ,0," 	 133,393,000  "," 	 2,203,448  "
228, Linked Hashmap                 , 	 / 1      ," 	 460,000      ", 	 292          ,0," 	 291,510,000  "," 	 40,370,176 "
229, Stream + parallel + sort       , 	 / 1      ," 	 460,000      ", 	 153          ,0," 	 153,232,000  "," 	 17,177,200 "
230, merge sort                     , 	 / 1      ," 	 470,000      ", 	 214          ,0," 	 214,641,000  "," 	 2,097,152  "
231, Arrays.sort                    , 	 / 1      ," 	 470,000      ", 	 210          ,0," 	 209,527,000  "," 	 2,359,312  "
232, Arrays.parallelSort            , 	 / 1      ," 	 470,000      ", 	 109          ,0," 	 109,354,000  "," 	 2,232,672  "
233, Linked Hashmap                 , 	 / 1      ," 	 470,000      ", 	 272          ,0," 	 271,560,000  "," 	 39,323,648 "
234, Stream + parallel + sort       , 	 / 1      ," 	 470,000      ", 	 163          ,0," 	 162,102,000  "," 	 17,727,888 "
235, merge sort                     , 	 / 1      ," 	 480,000      ", 	 234          ,0," 	 233,217,000  "," 	 2,097,152  "
236, Arrays.sort                    , 	 / 1      ," 	 480,000      ", 	 203          ,0," 	 202,550,000  "," 	 2,359,312  "
237, Arrays.parallelSort            , 	 / 1      ," 	 480,000      ", 	 115          ,0," 	 115,196,000  "," 	 2,244,184  "
238, Linked Hashmap                 , 	 / 1      ," 	 480,000      ", 	 273          ,0," 	 273,665,000  "," 	 40,372,224 "
239, Stream + parallel + sort       , 	 / 1      ," 	 480,000      ", 	 185          ,0," 	 185,388,000  "," 	 19,220,864 "
240, merge sort                     , 	 / 1      ," 	 490,000      ", 	 232          ,0," 	 231,726,000  "," 	 2,097,152  "
241, Arrays.sort                    , 	 / 1      ," 	 490,000      ", 	 211          ,0," 	 211,296,000  "," 	 2,359,312  "
242, Arrays.parallelSort            , 	 / 1      ," 	 490,000      ", 	 108          ,0," 	 107,397,000  "," 	 2,245,240  "
243, Linked Hashmap                 , 	 / 1      ," 	 490,000      ", 	 171          ,0," 	 170,598,000  "," 	 47,712,256 "
244, Stream + parallel + sort       , 	 / 1      ," 	 490,000      ", 	 195          ,0," 	 194,680,000  "," 	 18,219,504 "
245, merge sort                     , 	 / 1      ," 	 500,000      ", 	 245          ,0," 	 245,172,000  "," 	 2,097,152  "
246, Arrays.sort                    , 	 / 1      ," 	 500,000      ", 	 221          ,0," 	 221,502,000  "," 	 2,490,400  "
247, Arrays.parallelSort            , 	 / 1      ," 	 500,000      ", 	 119          ,0," 	 118,812,000  "," 	 2,253,224  "
248, Linked Hashmap                 , 	 / 1      ," 	 500,000      ", 	 163          ,0," 	 162,811,000  "," 	 47,708,160 "
249, Stream + parallel + sort       , 	 / 1      ," 	 500,000      ", 	 195          ,0," 	 194,780,000  "," 	 18,311,360 "
250, merge sort                     , 	 / 1      ," 	 510,000      ", 	 257          ,0," 	 257,468,000  "," 	 2,097,152  "
251, Arrays.sort                    , 	 / 1      ," 	 510,000      ", 	 230          ,0," 	 230,147,000  "," 	 2,097,152  "
252, Arrays.parallelSort            , 	 / 1      ," 	 510,000      ", 	 124          ,0," 	 124,745,000  "," 	 2,256,824  "
253, Linked Hashmap                 , 	 / 1      ," 	 510,000      ", 	 267          ,0," 	 266,589,000  "," 	 41,416,704 "
254, Stream + parallel + sort       , 	 / 1      ," 	 510,000      ", 	 195          ,0," 	 194,344,000  "," 	 18,626,848 "
255, merge sort                     , 	 / 1      ," 	 520,000      ", 	 253          ,0," 	 253,136,000  "," 	 2,097,152  "
256, Arrays.sort                    , 	 / 1      ," 	 520,000      ", 	 215          ,0," 	 214,797,000  "," 	 2,097,152  "
257, Arrays.parallelSort            , 	 / 1      ," 	 520,000      ", 	 125          ,0," 	 125,297,000  "," 	 2,267,936  "
258, Linked Hashmap                 , 	 / 1      ," 	 520,000      ", 	 260          ,0," 	 260,464,000  "," 	 -482,172,488 "
259, Stream + parallel + sort       , 	 / 1      ," 	 520,000      ", 	 189          ,0," 	 188,471,000  "," 	 18,427,320 "
260, merge sort                     , 	 / 1      ," 	 530,000      ", 	 258          ,0," 	 258,453,000  "," 	 3,145,728  "
261, Arrays.sort                    , 	 / 1      ," 	 530,000      ", 	 235          ,0," 	 234,468,000  "," 	 3,702,800  "
262, Arrays.parallelSort            , 	 / 1      ," 	 530,000      ", 	 127          ,0," 	 126,614,000  "," 	 3,312,776  "
263, Linked Hashmap                 , 	 / 1      ," 	 530,000      ", 	 291          ,0," 	 291,583,000  "," 	 46,659,584 "
264, Stream + parallel + sort       , 	 / 1      ," 	 530,000      ", 	 399          ,0," 	 398,842,000  "," 	 12,835,688 "
265, merge sort                     , 	 / 1      ," 	 540,000      ", 	 257          ,0," 	 256,573,000  "," 	 3,145,728  "
266, Arrays.sort                    , 	 / 1      ," 	 540,000      ", 	 235          ,0," 	 234,637,000  "," 	 3,538,976  "
267, Arrays.parallelSort            , 	 / 1      ," 	 540,000      ", 	 179          ,0," 	 178,488,000  "," 	 3,290,528  "
268, Linked Hashmap                 , 	 / 1      ," 	 540,000      ", 	 328          ,0," 	 328,121,000  "," 	 48,758,784 "
269, Stream + parallel + sort       , 	 / 1      ," 	 540,000      ", 	 364          ,0," 	 364,265,000  "," 	 11,377,200 "
270, merge sort                     , 	 / 1      ," 	 550,000      ", 	 276          ,0," 	 276,188,000  "," 	 3,145,728  "
271, Arrays.sort                    , 	 / 1      ," 	 550,000      ", 	 244          ,0," 	 243,183,000  "," 	 5,636,128  "
272, Arrays.parallelSort            , 	 / 1      ," 	 550,000      ", 	 346          ,0," 	 346,197,000  "," 	 -534,087,576 "
273, Linked Hashmap                 , 	 / 1      ," 	 550,000      ", 	 337          ,0," 	 336,995,000  "," 	 39,843,840 "
274, Stream + parallel + sort       , 	 / 1      ," 	 550,000      ", 	 463          ,0," 	 462,385,000  "," 	 -5,629,416 "
275, merge sort                     , 	 / 1      ," 	 560,000      ", 	 349          ,0," 	 349,114,000  "," 	 3,145,728  "
276, Arrays.sort                    , 	 / 1      ," 	 560,000      ", 	 317          ,0," 	 317,006,000  "," 	 5,765,120  "
277, Arrays.parallelSort            , 	 / 1      ," 	 560,000      ", 	 172          ,0," 	 171,887,000  "," 	 3,793,600  "
278, Linked Hashmap                 , 	 / 1      ," 	 560,000      ", 	 440          ,0," 	 440,225,000  "," 	 50,331,648 "
279, Stream + parallel + sort       , 	 / 1      ," 	 560,000      ", 	 386          ,0," 	 385,301,000  "," 	 22,211,648 "
280, merge sort                     , 	 / 1      ," 	 570,000      ", 	 597          ,0," 	 596,618,000  "," 	 3,145,728  "
281, Arrays.sort                    , 	 / 1      ," 	 570,000      ", 	 598          ,0," 	 598,017,000  "," 	 5,701,680  "
282, Arrays.parallelSort            , 	 / 1      ," 	 570,000      ", 	 428          ,0," 	 427,749,000  "," 	 3,302,896  "
283, Linked Hashmap                 , 	 / 1      ," 	 570,000      ", 	 481          ,0," 	 481,051,000  "," 	 46,661,632 "
284, Stream + parallel + sort       , 	 / 1      ," 	 570,000      ", 	 290          ,0," 	 289,992,000  "," 	 23,250,752 "
285, merge sort                     , 	 / 1      ," 	 580,000      ", 	 372          ,0," 	 372,113,000  "," 	 3,145,728  "
286, Arrays.sort                    , 	 / 1      ," 	 580,000      ", 	 336          ,0," 	 336,336,000  "," 	 5,505,040  "
287, Arrays.parallelSort            , 	 / 1      ," 	 580,000      ", 	 176          ,0," 	 176,359,000  "," 	 -561,840,624 "
288, Linked Hashmap                 , 	 / 1      ," 	 580,000      ", 	 369          ,0," 	 369,465,000  "," 	 50,958,832 "
289, Stream + parallel + sort       , 	 / 1      ," 	 580,000      ", 	 397          ,0," 	 397,074,000  "," 	 2,189,656  "
290, merge sort                     , 	 / 1      ," 	 590,000      ", 	 336          ,0," 	 335,769,000  "," 	 3,145,728  "
291, Arrays.sort                    , 	 / 1      ," 	 590,000      ", 	 320          ,0," 	 319,201,000  "," 	 -187,432,448 "
292, Arrays.parallelSort            , 	 / 1      ," 	 590,000      ", 	 133          ,0," 	 133,159,000  "," 	 3,318,888  "
293, Linked Hashmap                 , 	 / 1      ," 	 590,000      ", 	 335          ,0," 	 334,527,000  "," 	 49,544,704 "
294, Stream + parallel + sort       , 	 / 1      ," 	 590,000      ", 	 215          ,0," 	 215,343,000  "," 	 -89,149,392 "
295, merge sort                     , 	 / 1      ," 	 600,000      ", 	 310          ,0," 	 309,974,000  "," 	 3,145,728  "
296, Arrays.sort                    , 	 / 1      ," 	 600,000      ", 	 267          ,0," 	 266,662,000  "," 	 5,505,040  "
297, Arrays.parallelSort            , 	 / 1      ," 	 600,000      ", 	 139          ,0," 	 139,489,000  "," 	 3,325,552  "
298, Linked Hashmap                 , 	 / 1      ," 	 600,000      ", 	 333          ,0," 	 333,042,000  "," 	 53,477,376 "
299, Stream + parallel + sort       , 	 / 1      ," 	 600,000      ", 	 224          ,0," 	 224,317,000  "," 	 23,706,528 "
300, merge sort                     , 	 / 1      ," 	 610,000      ", 	 295          ,0," 	 295,092,000  "," 	 3,145,728  "
301, Arrays.sort                    , 	 / 1      ," 	 610,000      ", 	 269          ,0," 	 268,299,000  "," 	 5,701,680  "
302, Arrays.parallelSort            , 	 / 1      ," 	 610,000      ", 	 266          ,0," 	 265,689,000  "," 	 -101,526,648 "
303, Linked Hashmap                 , 	 / 1      ," 	 610,000      ", 	 376          ,0," 	 376,432,000  "," 	 54,523,904 "
304, Stream + parallel + sort       , 	 / 1      ," 	 610,000      ", 	 398          ,0," 	 397,992,000  "," 	 3,145,728  "
305, merge sort                     , 	 / 1      ," 	 620,000      ", 	 295          ,0," 	 295,557,000  "," 	 3,145,728  "
306, Arrays.sort                    , 	 / 1      ," 	 620,000      ", 	 262          ,0," 	 261,581,000  "," 	 -165,167,024 "
307, Arrays.parallelSort            , 	 / 1      ," 	 620,000      ", 	 162          ,0," 	 162,290,000  "," 	 3,331,416  "
308, Linked Hashmap                 , 	 / 1      ," 	 620,000      ", 	 328          ,0," 	 327,956,000  "," 	 45,088,768 "
309, Stream + parallel + sort       , 	 / 1      ," 	 620,000      ", 	 260          ,0," 	 260,193,000  "," 	 24,212,776 "
310, merge sort                     , 	 / 1      ," 	 630,000      ", 	 298          ,0," 	 297,497,000  "," 	 3,145,728  "
311, Arrays.sort                    , 	 / 1      ," 	 630,000      ", 	 270          ,0," 	 269,767,000  "," 	 5,505,040  "
312, Arrays.parallelSort            , 	 / 1      ," 	 630,000      ", 	 179          ,0," 	 178,135,000  "," 	 -90,487,560 "
313, Linked Hashmap                 , 	 / 1      ," 	 630,000      ", 	 365          ,0," 	 364,714,000  "," 	 54,430,928 "
314, Stream + parallel + sort       , 	 / 1      ," 	 630,000      ", 	 540          ,0," 	 539,989,000  "," 	 -88,677,232 "
315, merge sort                     , 	 / 1      ," 	 640,000      ", 	 300          ,0," 	 299,337,000  "," 	 3,145,728  "
316, Arrays.sort                    , 	 / 1      ," 	 640,000      ", 	 279          ,0," 	 279,079,000  "," 	 5,505,040  "
317, Arrays.parallelSort            , 	 / 1      ," 	 640,000      ", 	 156          ,0," 	 156,730,000  "," 	 3,342,448  "
318, Linked Hashmap                 , 	 / 1      ," 	 640,000      ", 	 306          ,0," 	 305,817,000  "," 	 54,528,000 "
319, Stream + parallel + sort       , 	 / 1      ," 	 640,000      ", 	 428          ,0," 	 428,302,000  "," 	 5,240,832  "
320, merge sort                     , 	 / 1      ," 	 650,000      ", 	 318          ,0," 	 318,570,000  "," 	 3,145,728  "
321, Arrays.sort                    , 	 / 1      ," 	 650,000      ", 	 341          ,0," 	 340,238,000  "," 	 -165,150,720 "
322, Arrays.parallelSort            , 	 / 1      ," 	 650,000      ", 	 164          ,0," 	 164,623,000  "," 	 3,322,312  "
323, Linked Hashmap                 , 	 / 1      ," 	 650,000      ", 	 466          ,0," 	 466,198,000  "," 	 38,275,072 "
324, Stream + parallel + sort       , 	 / 1      ," 	 650,000      ", 	 336          ,0," 	 335,987,000  "," 	 24,877,504 "
325, merge sort                     , 	 / 1      ," 	 660,000      ", 	 357          ,0," 	 356,820,000  "," 	 3,145,728  "
326, Arrays.sort                    , 	 / 1      ," 	 660,000      ", 	 316          ,0," 	 315,862,000  "," 	 5,734,464  "
327, Arrays.parallelSort            , 	 / 1      ," 	 660,000      ", 	 176          ,0," 	 175,163,000  "," 	 -93,635,536 "
328, Linked Hashmap                 , 	 / 1      ," 	 660,000      ", 	 368          ,0," 	 368,900,000  "," 	 56,006,656 "
329, Stream + parallel + sort       , 	 / 1      ," 	 660,000      ", 	 271          ,0," 	 271,421,000  "," 	 -80,076,384 "
330, merge sort                     , 	 / 1      ," 	 670,000      ", 	 461          ,0," 	 460,926,000  "," 	 3,145,728  "
331, Arrays.sort                    , 	 / 1      ," 	 670,000      ", 	 427          ,0," 	 427,624,000  "," 	 5,505,040  "
332, Arrays.parallelSort            , 	 / 1      ," 	 670,000      ", 	 546          ,0," 	 545,823,000  "," 	 -115,141,592 "
333, Linked Hashmap                 , 	 / 1      ," 	 670,000      ", 	 691          ,0," 	 690,839,000  "," 	 57,145,344 "
334, Stream + parallel + sort       , 	 / 1      ," 	 670,000      "," 	 1,219        ",1," 	 219,780,000  "," 	 -76,030,712 "
335, merge sort                     , 	 / 1      ," 	 680,000      "," 	 1,086        ",1," 	 85,809,000   "," 	 3,145,728  "
336, Arrays.sort                    , 	 / 1      ," 	 680,000      ", 	 407          ,0," 	 407,230,000  "," 	 5,636,128  "
337, Arrays.parallelSort            , 	 / 1      ," 	 680,000      ", 	 245          ,0," 	 244,449,000  "," 	 3,349,728  "
338, Linked Hashmap                 , 	 / 1      ," 	 680,000      ", 	 356          ,0," 	 355,918,000  "," 	 60,206,608 "
339, Stream + parallel + sort       , 	 / 1      ," 	 680,000      ", 	 456          ,0," 	 455,513,000  "," 	 13,629,440 "
340, merge sort                     , 	 / 1      ," 	 690,000      ", 	 395          ,0," 	 394,525,000  "," 	 -100,663,296 "
341, Arrays.sort                    , 	 / 1      ," 	 690,000      ", 	 360          ,0," 	 360,898,000  "," 	 5,505,040  "
342, Arrays.parallelSort            , 	 / 1      ," 	 690,000      ", 	 175          ,0," 	 175,453,000  "," 	 3,247,184  "
343, Linked Hashmap                 , 	 / 1      ," 	 690,000      ", 	 374          ,0," 	 374,208,000  "," 	 -87,033,856 "
344, Stream + parallel + sort       , 	 / 1      ," 	 690,000      ", 	 272          ,0," 	 271,846,000  "," 	 26,015,120 "
345, merge sort                     , 	 / 1      ," 	 700,000      ", 	 432          ,0," 	 431,968,000  "," 	 -3,152,384 "
346, Arrays.sort                    , 	 / 1      ," 	 700,000      ", 	 311          ,0," 	 310,391,000  "," 	 5,701,680  "
347, Arrays.parallelSort            , 	 / 1      ," 	 700,000      ", 	 195          ,0," 	 194,754,000  "," 	 3,316,976  "
348, Linked Hashmap                 , 	 / 1      ," 	 700,000      ", 	 357          ,0," 	 356,758,000  "," 	 59,244,544 "
349, Stream + parallel + sort       , 	 / 1      ," 	 700,000      ", 	 360          ,0," 	 359,837,000  "," 	 -93,377,672 "
350, merge sort                     , 	 / 1      ," 	 710,000      ", 	 337          ,0," 	 337,836,000  "," 	 3,145,728  "
351, Arrays.sort                    , 	 / 1      ," 	 710,000      ", 	 467          ,0," 	 467,121,000  "," 	 -124,256,256 "
352, Arrays.parallelSort            , 	 / 1      ," 	 710,000      ", 	 185          ,0," 	 184,865,000  "," 	 3,373,432  "
353, Linked Hashmap                 , 	 / 1      ," 	 710,000      ", 	 493          ,0," 	 492,849,000  "," 	 47,710,208 "
354, Stream + parallel + sort       , 	 / 1      ," 	 710,000      ", 	 428          ,0," 	 427,808,000  "," 	 15,092,616 "
355, merge sort                     , 	 / 1      ," 	 720,000      ", 	 443          ,0," 	 443,625,000  "," 	 -6,677,304 "
356, Arrays.sort                    , 	 / 1      ," 	 720,000      ", 	 315          ,0," 	 314,968,000  "," 	 5,505,040  "
357, Arrays.parallelSort            , 	 / 1      ," 	 720,000      ", 	 186          ,0," 	 185,907,000  "," 	 3,866,920  "
358, Linked Hashmap                 , 	 / 1      ," 	 720,000      ", 	 327          ,0," 	 326,496,000  "," 	 60,293,120 "
359, Stream + parallel + sort       , 	 / 1      ," 	 720,000      ", 	 347          ,0," 	 346,029,000  "," 	 -81,500,256 "
360, merge sort                     , 	 / 1      ," 	 730,000      ", 	 341          ,0," 	 341,299,000  "," 	 3,145,728  "
361, Arrays.sort                    , 	 / 1      ," 	 730,000      ", 	 525          ,0," 	 524,685,000  "," 	 -135,990,560 "
362, Arrays.parallelSort            , 	 / 1      ," 	 730,000      ", 	 409          ,0," 	 408,843,000  "," 	 -31,892,088 "
363, Linked Hashmap                 , 	 / 1      ," 	 730,000      ", 	 471          ,0," 	 471,155,000  "," 	 41,589,336 "
